USER,COURSE_ID,SCORE
181124,BD0145EN,24.0
182509,SC0103EN,27.0
182509,excourse73,27.0
182509,excourse72,27.0
182509,RP0105EN,27.0
182509,BD0212EN,27.0
182509,TMP0105EN,27.0
182509,GPXX0TY1EN,24.0
182509,excourse31,24.0
182509,GPXX0IBEN,21.0
182509,excourse22,21.0
182509,excourse21,21.0
182509,TA0106EN,21.0
182509,ML0122EN,21.0
182509,ML0101EN,21.0
182509,BD0141EN,18.0
182509,excourse02,18.0
182509,excourse03,18.0
182509,excourse05,18.0
182509,GPXX0D14EN,18.0
182509,excourse12,18.0
182847,CB0101EN,2.0
182847,TMP0105EN,2.0
182847,excourse32,2.0
182847,excourse33,2.0
182847,excourse34,2.0
182847,excourse35,2.0
182847,excourse36,2.0
182847,excourse37,2.0
182847,excourse38,2.0
182847,excourse39,2.0
182847,excourse40,2.0
182847,excourse41,2.0
182847,GPXX0IBEN,2.0
182847,BD0212EN,2.0
182847,GPXX04MXEN,2.0
182847,BD0211EN,2.0
182847,PA0109EN,2.0
182847,ST0201EN,2.0
182847,ST0301EN,2.0
182847,TMP0101EN,2.0
187819,excourse72,78.0
187819,TMP0105EN,78.0
187819,excourse73,78.0
187819,excourse42,63.0
187819,excourse03,63.0
187819,DB0151EN,63.0
187819,BD0121EN,63.0
187819,BD0143EN,63.0
187819,excourse71,63.0
187819,excourse70,63.0
187819,excourse31,63.0
187819,GPXX097UEN,63.0
187819,excourse05,63.0
187819,GPXX0M6UEN,63.0
187819,BD0145EN,63.0
187819,excourse10,63.0
187819,BD0133EN,57.0
187819,excourse75,57.0
187819,BD0137EN,48.0
187819,BD0135EN,48.0
189913,GPXX0IBEN,25.0
189913,TA0106EN,25.0
189913,excourse22,21.0
189913,ML0101EN,21.0
189913,excourse21,21.0
189913,PA0101EN,19.0
189913,GPXX04P5EN,19.0
189913,PA0103EN,19.0
189913,GPXX0KHHEN,19.0
189913,ML0122ENv1,19.0
189913,BD0151EN,19.0
189913,GPXX01DCEN,19.0
189913,GPXX0ZMZEN,19.0
189913,PA0107EN,19.0
189913,TMP0105EN,18.0
189913,excourse72,18.0
189913,excourse73,18.0
189913,BD0212EN,18.0
189913,SC0103EN,18.0
189913,BD0211EN,18.0
203388,excourse38,15.0
203388,excourse23,15.0
203388,GPXX0Q8AEN,15.0
203388,excourse20,15.0
203388,excourse36,15.0
203388,ML0122EN,12.0
203388,excourse22,12.0
203388,ML0101EN,12.0
203388,excourse21,12.0
203388,excourse62,12.0
203388,GPXX04V3EN,12.0
203388,DX0108EN,12.0
203388,TMP107,12.0
203388,GPXX0IBEN,9.0
203388,excourse08,9.0
203388,excourse49,9.0
203388,excourse12,9.0
203388,excourse16,9.0
203388,excourse17,9.0
203388,GPXX0D14EN,9.0
211118,excourse22,6.0
211118,excourse21,6.0
211118,ML0101EN,6.0
211118,GPXX0IBEN,4.0
211118,PA0107EN,4.0
211118,PA0103EN,4.0
211118,ML0122ENv1,4.0
211118,excourse49,4.0
211118,ML0101ENv3,4.0
211118,TA0106EN,4.0
211118,TMP107,4.0
211118,GPXX0ZMZEN,4.0
211118,PY0101EN,4.0
211118,excourse62,4.0
211118,GPXX0YMEEN,4.0
211118,PA0101EN,4.0
211118,BD0151EN,4.0
211118,GPXX01DCEN,4.0
211118,GPXX04P5EN,4.0
211118,CB0201EN,4.0
220851,CB0101EN,2.0
220851,CB0201EN,2.0
220851,GPXX0QQ3EN,2.0
220851,excourse93,0.0
220851,BD0211EN,0.0
220851,BD0115EN,0.0
220851,GPXX04V3EN,0.0
220851,GPXX05P1EN,0.0
220851,GPXX0D14EN,0.0
220851,GPXX0G3KEN,0.0
220851,GPXX04TNEN,0.0
220851,GPXX0HZ2EN,0.0
220851,BD0135EN,0.0
220851,GPXX0IHMEN,0.0
220851,ST0101EN,0.0
220851,BD0153EN,0.0
220851,DP0101EN,0.0
220851,BD0137EN,0.0
220851,BD0133EN,0.0
220851,BD0121EN,0.0
243266,GPXX0G31EN,4.0
243266,DE0205EN,4.0
243266,COM001EN,2.0
243266,BD0101EN,2.0
243266,LB0103ENv1,2.0
243266,LB0105ENv1,2.0
243266,LB0111EN,2.0
243266,LB0109ENv1,2.0
243266,GPXX0YBFEN,2.0
243266,GPXX06KEEN,2.0
243266,GPXX0I4FEN,2.0
243266,GPXX0T0FEN,2.0
243266,DB0151EN,2.0
243266,DB0115EN,2.0
243266,excourse92,2.0
243266,DB0111EN,2.0
243266,DJ0101EN,2.0
243266,GPXX0HAAEN,2.0
243266,CO0301EN,2.0
243266,GPXX0NHZEN,2.0
246282,SC0103EN,36.0
246282,TMP0105EN,36.0
246282,excourse73,36.0
246282,BD0212EN,36.0
246282,excourse72,36.0
246282,RP0105EN,36.0
246282,BD0121EN,30.0
246282,excourse31,30.0
246282,excourse70,30.0
246282,excourse42,30.0
246282,BD0101EN,30.0
246282,excourse03,30.0
246282,excourse05,30.0
246282,BD0115EN,30.0
246282,GPXX097UEN,30.0
246282,excourse71,30.0
246282,BD0131EN,30.0
246282,BD0145EN,30.0
246282,excourse10,30.0
246282,GPXX0M6UEN,30.0
246703,RP0105EN,28.0
246703,TMP0105EN,26.0
246703,SC0103EN,26.0
246703,excourse72,26.0
246703,excourse73,26.0
246703,excourse05,22.0
246703,excourse42,22.0
246703,BD0141EN,22.0
246703,excourse31,22.0
246703,BD0143EN,22.0
246703,GPXX0M6UEN,22.0
246703,GPXX097UEN,22.0
246703,BD0145EN,22.0
246703,excourse10,22.0
246703,DB0151EN,22.0
246703,excourse71,22.0
246703,excourse70,22.0
246703,BD0131EN,22.0
246703,excourse03,22.0
246703,BD0121EN,22.0
261571,CC0210EN,2.0
261571,GPXX0QQ3EN,2.0
261571,excourse27,2.0
261571,excourse44,2.0
261571,excourse28,2.0
261571,HCC104EN,2.0
261571,excourse29,2.0
261571,excourse30,2.0
261571,excourse31,2.0
261571,CL0101EN,2.0
261571,CC0150EN,2.0
261571,excourse26,2.0
261571,GPXX0LLEEN,2.0
261571,CC0103EN,2.0
261571,GPXX0TY1EN,2.0
261571,SECM03EN,2.0
261571,GPXX0T3CEN,2.0
261571,SW0201EN,2.0
261571,GPXX04V3EN,2.0
261571,excourse43,2.0
266643,excourse31,27.0
266643,RP0105EN,24.0
266643,BD0212EN,21.0
266643,SC0103EN,21.0
266643,TMP0105EN,21.0
266643,GPXX0TY1EN,21.0
266643,excourse72,21.0
266643,excourse73,21.0
266643,excourse03,18.0
266643,GPXX097UEN,18.0
266643,BD0145EN,18.0
266643,BD0143EN,18.0
266643,CC0271EN,18.0
266643,GPXX0T3CEN,18.0
266643,DS0201EN,18.0
266643,TA0106EN,18.0
266643,BD0131EN,18.0
266643,excourse42,18.0
266643,excourse04,18.0
266643,excourse70,18.0
271899,SC0103EN,30.0
271899,excourse05,30.0
271899,GPXX0M6UEN,30.0
271899,GPXX097UEN,30.0
271899,BD0211EN,30.0
271899,excourse31,30.0
271899,BD0143EN,30.0
271899,TMP0105EN,30.0
271899,BD0131EN,30.0
271899,BD0145EN,30.0
271899,BD0212EN,30.0
271899,excourse70,30.0
271899,excourse71,30.0
271899,excourse72,30.0
271899,excourse73,30.0
271899,excourse10,30.0
271899,excourse42,30.0
271899,excourse03,30.0
271899,RP0105EN,30.0
271899,DB0151EN,30.0
277197,TMP0105EN,45.0
277197,BD0212EN,45.0
277197,SC0103EN,45.0
277197,excourse72,45.0
277197,excourse73,45.0
277197,excourse10,39.0
277197,excourse42,39.0
277197,excourse31,39.0
277197,BD0143EN,39.0
277197,BD0145EN,39.0
277197,DB0151EN,39.0
277197,excourse05,39.0
277197,BD0101EN,39.0
277197,GPXX0M6UEN,39.0
277197,GPXX097UEN,39.0
277197,excourse71,39.0
277197,excourse70,39.0
277197,BD0121EN,39.0
277197,excourse03,39.0
277197,TA0106EN,27.0
277715,CB0101EN,2.0
277715,GPXX0QQ3EN,2.0
277715,CB0201EN,2.0
277715,EE0101EN,0.0
277715,BD0135EN,0.0
277715,BD0137EN,0.0
277715,DP0101EN,0.0
277715,BD0153EN,0.0
277715,GPXX0IHMEN,0.0
277715,GPXX04TNEN,0.0
277715,GPXX04P5EN,0.0
277715,GPXX0HZ2EN,0.0
277715,GPXX0G3KEN,0.0
277715,GPXX0D14EN,0.0
277715,GPXX05P1EN,0.0
277715,GPXX04V3EN,0.0
277715,BD0115EN,0.0
277715,BD0131EN,0.0
277715,BD0133EN,0.0
277715,BD0121EN,0.0
284008,CB0201EN,9.0
284008,excourse54,6.0
284008,excourse40,6.0
284008,TMP0101EN,6.0
284008,GPXX0QQ3EN,6.0
284008,excourse35,6.0
284008,GPXX0IBEN,6.0
284008,GPXX0HAAEN,3.0
284008,DA0201EN,3.0
284008,ML0103EN,3.0
284008,ST0101EN,3.0
284008,DV0101EN,3.0
284008,CO0401EN,3.0
284008,ML0122ENv1,3.0
284008,BD0151EN,3.0
284008,GPXX0XENEN,3.0
284008,DV0151EN,3.0
284008,GPXX05RDEN,3.0
284008,TA0106EN,3.0
284008,CC0201EN,3.0
296101,excourse72,39.0
296101,TMP0105EN,39.0
296101,RP0105EN,39.0
296101,excourse73,39.0
296101,SC0103EN,39.0
296101,excourse31,39.0
296101,BD0212EN,39.0
296101,excourse10,36.0
296101,excourse71,36.0
296101,excourse42,36.0
296101,excourse05,36.0
296101,BD0141EN,36.0
296101,BD0145EN,36.0
296101,DB0151EN,36.0
296101,excourse03,36.0
296101,BD0143EN,36.0
296101,GPXX097UEN,36.0
296101,GPXX0M6UEN,36.0
296101,excourse70,36.0
296101,excourse04,24.0
306665,CB0101EN,2.0
306665,GPXX0QQ3EN,2.0
306665,CB0201EN,2.0
306665,BC0202EN,0.0
306665,BD0115EN,0.0
306665,GPXX0XV3EN,0.0
306665,GPXX0E3QEN,0.0
306665,BD0137EN,0.0
306665,DP0101EN,0.0
306665,BD0153EN,0.0
306665,ST0101EN,0.0
306665,GPXX0IHMEN,0.0
306665,GPXX04TNEN,0.0
306665,GPXX0HZ2EN,0.0
306665,GPXX0G3KEN,0.0
306665,GPXX07REN,0.0
306665,GPXX0D14EN,0.0
306665,GPXX05P1EN,0.0
306665,GPXX04V3EN,0.0
306665,BD0131EN,0.0
314348,excourse22,30.0
314348,ML0101EN,30.0
314348,ML0122EN,30.0
314348,excourse21,30.0
314348,TMP107,27.0
314348,excourse62,27.0
314348,DX0108EN,27.0
314348,TA0106EN,24.0
314348,excourse06,24.0
314348,RP0105EN,24.0
314348,GPXX0IBEN,24.0
314348,excourse04,24.0
314348,excourse12,21.0
314348,excourse65,21.0
314348,GPXX0KY1EN,21.0
314348,excourse72,21.0
314348,excourse73,21.0
314348,BD0212EN,21.0
314348,BD0211EN,21.0
314348,TMP0105EN,21.0
315714,TA0106EN,43.0
315714,excourse21,37.0
315714,GPXX0IBEN,37.0
315714,ML0122EN,37.0
315714,ML0101EN,37.0
315714,excourse22,37.0
315714,PA0103EN,34.0
315714,GPXX01DCEN,34.0
315714,BD0151EN,34.0
315714,PA0107EN,34.0
315714,GPXX0KHHEN,34.0
315714,GPXX0ZMZEN,34.0
315714,GPXX04P5EN,34.0
315714,GPXX0BUBEN,29.0
315714,excourse69,29.0
315714,BD0221EN,29.0
315714,RP0105EN,24.0
315714,TMP0101EN,23.0
315714,excourse35,23.0
315714,excourse54,23.0
331334,GPXX0QQ3EN,4.0
331334,SW0201EN,2.0
331334,BC0202EN,2.0
331334,DS0201EN,2.0
331334,CC0101EN,2.0
331334,CC0210EN,2.0
331334,WA0101EN,2.0
331334,HCC104EN,2.0
331334,GPXX04V3EN,2.0
331334,excourse24,2.0
331334,excourse25,2.0
331334,CL0101EN,2.0
331334,excourse26,2.0
331334,excourse27,2.0
331334,CB0201EN,2.0
331334,excourse28,2.0
331334,excourse29,2.0
331334,excourse30,2.0
331334,SECM03EN,2.0
331334,CO0201EN,2.0
331432,RP0105EN,30.0
331432,TMP0105EN,27.0
331432,excourse73,27.0
331432,TA0106EN,27.0
331432,SC0103EN,27.0
331432,excourse72,27.0
331432,BD0212EN,27.0
331432,excourse06,27.0
331432,excourse04,27.0
331432,GPXX0IBEN,24.0
331432,excourse71,21.0
331432,BD0121EN,21.0
331432,excourse10,21.0
331432,BD0143EN,21.0
331432,GPXX0PG8EN,21.0
331432,GPXX0M6UEN,21.0
331432,GPXX097UEN,21.0
331432,excourse65,21.0
331432,excourse05,21.0
331432,excourse42,21.0
343800,excourse22,12.0
343800,GPXX04V3EN,12.0
343800,ML0122EN,12.0
343800,ML0101EN,12.0
343800,excourse21,12.0
343800,GPXX0D14EN,12.0
343800,excourse49,9.0
343800,excourse12,9.0
343800,excourse44,9.0
343800,DX0108EN,9.0
343800,excourse43,9.0
343800,SW0201EN,9.0
343800,TMP107,9.0
343800,TA0106EN,9.0
343800,excourse31,9.0
343800,SW0101EN,9.0
343800,excourse62,9.0
343800,CO0401EN,9.0
343800,GPXX0YMEEN,9.0
343800,excourse16,6.0
345064,ML0122EN,18.0
345064,excourse22,18.0
345064,excourse21,18.0
345064,excourse62,15.0
345064,DX0108EN,15.0
345064,TMP107,15.0
345064,TA0106EN,15.0
345064,GPXX0IBEN,15.0
345064,PA0103EN,12.0
345064,DX0106EN,12.0
345064,excourse06,12.0
345064,excourse04,12.0
345064,RP0101EN,12.0
345064,PA0101EN,12.0
345064,PA0107EN,12.0
345064,excourse65,12.0
345064,GPXX04P5EN,12.0
345064,GPXX0KHHEN,12.0
345064,ML0122ENv1,12.0
345064,BD0151EN,12.0
348808,excourse22,6.0
348808,ML0122EN,6.0
348808,excourse21,6.0
348808,TA0106EN,4.0
348808,GPXX0YMEEN,4.0
348808,PY0101EN,4.0
348808,excourse62,4.0
348808,GPXX0ZMZEN,4.0
348808,TMP107,4.0
348808,ML0122ENv1,4.0
348808,BD0151EN,4.0
348808,ML0101ENv3,4.0
348808,excourse49,4.0
348808,PA0103EN,4.0
348808,PA0107EN,4.0
348808,GPXX0IBEN,4.0
348808,PA0101EN,4.0
348808,GPXX01DCEN,4.0
348808,DX0108EN,4.0
348808,GPXX04P5EN,4.0
351320,SC0103EN,45.0
351320,excourse72,45.0
351320,excourse73,45.0
351320,TMP0105EN,45.0
351320,excourse31,33.0
351320,BD0121EN,30.0
351320,BD0111EN,30.0
351320,BD0131EN,30.0
351320,DB0151EN,30.0
351320,BD0141EN,30.0
351320,GPXX0TY1EN,30.0
351320,excourse70,30.0
351320,excourse71,30.0
351320,excourse03,30.0
351320,BD0115EN,30.0
351320,excourse05,30.0
351320,BD0143EN,30.0
351320,GPXX097UEN,30.0
351320,excourse42,30.0
351320,BD0145EN,30.0
352684,TMP0105EN,59.0
352684,SC0103EN,59.0
352684,excourse72,59.0
352684,BD0212EN,59.0
352684,excourse73,59.0
352684,TA0106EN,54.0
352684,GPXX0M6UEN,48.0
352684,GPXX097UEN,48.0
352684,BD0143EN,48.0
352684,BD0121EN,48.0
352684,DB0151EN,48.0
352684,excourse04,48.0
352684,excourse05,48.0
352684,excourse06,48.0
352684,excourse10,48.0
352684,BD0145EN,48.0
352684,excourse31,48.0
352684,excourse42,48.0
352684,excourse70,48.0
352684,excourse71,48.0
354686,SC0103EN,39.0
354686,TMP0105EN,39.0
354686,excourse72,39.0
354686,excourse73,39.0
354686,BD0211EN,39.0
354686,excourse31,39.0
354686,BD0212EN,39.0
354686,excourse71,36.0
354686,excourse03,36.0
354686,BD0101EN,36.0
354686,GPXX097UEN,36.0
354686,excourse05,36.0
354686,excourse10,36.0
354686,DB0151EN,36.0
354686,GPXX0M6UEN,36.0
354686,BD0143EN,36.0
354686,excourse42,36.0
354686,BD0145EN,36.0
354686,excourse70,36.0
354686,GPXX0TY1EN,24.0
362955,excourse31,39.0
362955,excourse73,33.0
362955,BD0212EN,33.0
362955,GPXX0TY1EN,33.0
362955,SC0103EN,33.0
362955,excourse72,33.0
362955,TMP0105EN,33.0
362955,RP0105EN,33.0
362955,GPXX097UEN,27.0
362955,GPXX0M6UEN,27.0
362955,excourse05,27.0
362955,BD0121EN,27.0
362955,GPXX0LLEEN,27.0
362955,BD0131EN,27.0
362955,GPXX0T3CEN,27.0
362955,BD0115EN,27.0
362955,excourse70,27.0
362955,excourse71,27.0
362955,BD0143EN,27.0
362955,CO0401EN,27.0
364194,TA0106EN,26.0
364194,GPXX0IBEN,26.0
364194,ML0101EN,23.0
364194,GPXX04P5EN,23.0
364194,excourse22,23.0
364194,GPXX0ZMZEN,23.0
364194,PA0103EN,23.0
364194,GPXX01DCEN,23.0
364194,PA0107EN,23.0
364194,DX0106EN,23.0
364194,GPXX0KHHEN,23.0
364194,BD0151EN,23.0
364194,ML0122ENv1,23.0
364194,excourse21,23.0
364194,ML0122EN,23.0
364194,RP0105EN,18.0
364194,excourse06,17.0
364194,GPXX0PG8EN,17.0
364194,excourse04,17.0
364194,excourse65,17.0
371091,GPXX0PG8EN,12.0
371091,excourse21,12.0
371091,excourse65,12.0
371091,TMP107,12.0
371091,DS0201EN,12.0
371091,excourse62,12.0
371091,DX0108EN,12.0
371091,excourse22,12.0
371091,ML0101EN,12.0
371091,GPXX0IBEN,12.0
371091,GPXX0KY1EN,12.0
371091,ML0122EN,12.0
371091,TMP0106,9.0
371091,GPXX0KHHEN,9.0
371091,ML0122ENv1,9.0
371091,BD0151EN,9.0
371091,TA0106EN,9.0
371091,excourse44,9.0
371091,excourse43,9.0
371091,excourse04,9.0
373076,excourse72,18.0
373076,TMP0105EN,18.0
373076,BD0143EN,18.0
373076,BD0145EN,18.0
373076,GPXX0M6UEN,18.0
373076,GPXX097UEN,18.0
373076,excourse05,18.0
373076,excourse42,18.0
373076,excourse03,18.0
373076,BD0121EN,18.0
373076,BD0111EN,18.0
373076,excourse70,18.0
373076,excourse71,18.0
373076,excourse73,18.0
373076,excourse10,18.0
373076,BD0131EN,18.0
373076,excourse31,18.0
373076,SC0103EN,18.0
373076,BD0212EN,18.0
373076,RP0105EN,18.0
376785,RP0105EN,21.0
376785,GPXX0TY1EN,21.0
376785,excourse31,21.0
376785,CO0401EN,18.0
376785,BD0212EN,18.0
376785,TMP0105EN,18.0
376785,excourse44,18.0
376785,excourse43,18.0
376785,excourse72,18.0
376785,excourse73,18.0
376785,SC0103EN,18.0
376785,CC0271EN,15.0
376785,DS0201EN,15.0
376785,GPXX0T3CEN,15.0
376785,WA0103EN,15.0
376785,GPXX0LLEEN,15.0
376785,CC0150EN,12.0
376785,excourse06,12.0
376785,BD0111EN,12.0
376785,GPXX0IBEN,12.0
390213,excourse10,4.0
390213,TMP0105EN,4.0
390213,excourse72,4.0
390213,excourse71,4.0
390213,excourse70,4.0
390213,BD0145EN,4.0
390213,BD0121EN,4.0
390213,BD0141EN,4.0
390213,BD0143EN,4.0
390213,excourse05,4.0
390213,excourse31,4.0
390213,BD0131EN,4.0
390213,BD0115EN,4.0
390213,BD0212EN,4.0
390213,GPXX097UEN,4.0
390213,GPXX0M6UEN,4.0
390213,excourse73,4.0
390213,excourse42,4.0
390213,excourse03,4.0
390213,RP0105EN,4.0
396776,RP0105EN,20.0
396776,excourse72,18.0
396776,excourse73,18.0
396776,SC0103EN,18.0
396776,TMP0105EN,18.0
396776,excourse71,16.0
396776,BD0121EN,16.0
396776,BD0143EN,16.0
396776,excourse31,16.0
396776,BD0131EN,16.0
396776,DB0151EN,16.0
396776,excourse42,16.0
396776,excourse70,16.0
396776,excourse10,16.0
396776,BD0145EN,16.0
396776,excourse05,16.0
396776,GPXX097UEN,16.0
